tweet_id,text,location
ID_1001526514696032256,RT @AP: BREAKING: Authorities say crews looking for a man missing in Maryland flash flooding have found the body of an adult male.,Maryland
ID_1001526842233253888,"The Latest: Police say a body found in the Patapsco River has been identified as 39-year-old Eddison Hermond, the sole person reported missing following the torrential rains that prompted destructive flash flooding in a historic Maryland town.",Maryland Patapsco River
ID_1001530613692817408,"RT @AP: BREAKING: Police say body found in Patapsco River is Eddison Hermond, who was reported missing in Maryland flash floods.",Maryland Patapsco River
ID_1001530803413770240,"The body of 39-year-old Eddison Hermond, a National Guard member and @usairforce vet, was found by searchers scouring the Patapsco River. He was last seen early Sunday evening trying to help a woman while seething brown waters surged through Ellicott City.",Ellicott City Patapsco River
ID_1001530842055753728,followme - Body Found of Man Who Disappeared Amid Maryland Flooding - U.S. News & World Report: U.S. News & World Report Body Found of Man Who Disappeared Amid Maryland Flooding U.S. News & World Report Searchers scouring a riverbed - followforfollow,Maryland
ID_1001530871520874496,A National Guard Member Died While Trying To Help Rescue Someone During The Maryland Flash Floods,Maryland
ID_1001531515166121984,"The body of a National Guardsman was found in a Maryland river today, two days after he went missing while attempting to rescue a woman and her cat during devastating flash floods that swept through Ellicott City.",Ellicott City Maryland
ID_1001531650109558784,"#BREAKING: Two days after devastating flash floods in Ellicott City, Maryland, searchers have found the body of a man in the Patapsco River.",Ellicott City Maryland Patapsco River
ID_1001534571366711296,JUST IN: Body found of National Guard member who disappeared amid Maryland flooding,Maryland
ID_1001538479212367872,"#Maryland as you are clearing debris and cleaning up after flooding be sure to make #safety your first priority, some very good tips can be found below #DAFN #elderly #seniors #disabled #recovery",Maryland
ID_1001540081734246400,#UPDATE: National Guardsmans body found days after he was swept away during flash flood rescue in Maryland,Maryland
ID_1001540545695682560,A body was discovered in a Maryland river Tuesday afternoon while authorities were searching for a National Guardsman who was reported missing hours after flash floods devastated Maryland’s Ellicott City on Sunday.,Ellicott City Maryland
ID_1001542264668217344,Body found of man who disappeared amid #Maryland flooding - May 29 @ 3:13 PM ET,Maryland
ID_1001542560869994496,UPDATE: Boy found of man who disappeared amid Maryland flooding,Maryland
ID_1001543950845468672,The body of 39-year-old Eddison Hermond was found by searchers scouring the riverbed near a historic Maryland town that has been ravaged by destructive flash flooding.,Maryland
ID_1001548066787418112,Step #1 for Fort Point may be an evacuation plan.,Fort Point
ID_1001552253990391808,Real heroes abound. We lose a man like this and have to keep Trump. Life is so unfair. A National Guard Member Died While Trying To Help Rescue Someone During The Maryland Flash Floods via @talalnansari,Maryland
ID_1001553270228357120,The body of a 39-year-old veteran was recovered in the Maryland floods. Police said he was last seen early Sunday evening trying to help a woman who had escaped through a window with her cat while seething brown waters surged through the downtown.,Maryland
ID_1001553911969443840,Authorities are still searching for a National Guardsman who went missing during the massive #flooding in #Maryland.,Maryland
ID_1001554965997936640,Clean up operation continues after floods rip through Maryland,Maryland
ID_1001556580607946752,RT @ArmyTimes: Body found of Maryland National Guardsman who disappeared amid destructive flash flooding .,Maryland
ID_1001561317453463552,"The National Guardman that was swept away by flood waters in Ellicott City, Maryland while trying to rescue a woman and her cat was found dead Tuesday in the Patapsco River, Howard County Police said.",Ellicott City Howard County Maryland Patapsco River
ID_1001562295426744320,"This is so sad -- this man, Eddison Hermond, was out in that terrible storm trying to help people -- and he was killed, swept away. . . May G-d rest his soul.",
ID_1001563286700257280,Sad news - Searchers find body of Maryland National Guardsman who went missing in Ellicott City flood,Ellicott City Maryland
ID_1001568190919512064,There is help for Maryland residents impacted by #ECFlood and other flooding over the weekend. Learn more about property assessments and tax relief from @MD_SDAT,Maryland
ID_1001580385896026112,"The body of a National Guardsman who was swept away during massive flooding in Ellicott City, Maryland has been discovered authorities said Tuesday.",Ellicott City Maryland
ID_1001585879230672896,Body of Man Found After Maryland Flash Flooding,Maryland
ID_1001596547358973952,"It takes 1.2 secs to retweet and help find missing NAEEMAH ROCHON, 15 yrs old, from Laurel, Maryland missing since May 31, 2014.",Maryland
ID_1001616612343107584,swept away while trying to rescue people during violent floods in Marylands Ellicott City #TheResistance #Resistance #resist #altGov #AltFam #WeAreAltGov #FBR Angels bless his spirit. Possum Forest is very sad right now.,Ellicott City Marylands
ID_1001622957318393856,"#Donating my #Birthday, with a #Fundraiser for Rescue Angels of Southern Maryland. #Rescue #Donate #Fundraiser #Kitty #Kittens #FeralCats #Cats #Cat #Maryland",Maryland
ID_1001627690091376640,@AsteadWesley @KathyC1948 Flooding in Maryland. Have they found the lost man helping older lady rescue her kitten? Praying.,Maryland
ID_1001629715055235072,Violent flood in Maryland city leaves one missing,Maryland
ID_1001629976557432832,"Body Of Missing National Guardsman Found After Flooding In Maryland Town Eddison Hermond was last seen helping a woman with a cat escape Ellicott City’s floodwaters, police said. via @HuffPost",Ellicott City Maryland
ID_1001630164424376320,"Huge thanks to @turntospartan for their donation towards our Kibble Connection program. Nearly two tons of pet food were donated to help @mealsonwheelsmd clients. But not only did they donate food, they also helped the Maryland SPCA rescue two 4-week-old kittens! #MDSPCA",Maryland
ID_1001630607976394752,"Here it is, right on schedule after every disaster, trying to drum up more biz w/their PRs: UnitedHealthcare and Optum Take Action to Support People Affected by Maryland Floods",Maryland
ID_1001633663421992960,INSIDE THE DEADLY DISASTER: The body of a missing National Guardsman was recovered today as residents and work crews sift through debris left behind when a flash flood slammed into a historic Maryland town. @EvaPilgrim​ is in Ellicott City.,Ellicott City Maryland
ID_1001636519621287936,"RIP Eddison Alexander Hermond, 39, who went missing during the Ellicott City flood, was found by searchers today in the Patapsco River, just across the Baltimore County line #ECFlood",Baltimore County Ellicott City
ID_1001639826351943680,"BREAKING UPDATE: A man is now reported missing from the floods in Ellicott City, Maryland. Eddison Hermand was swept away yesterday at around 4:20 p.m. when rescuing others.",Ellicott City Maryland
ID_1001641574391009280,"RIP and thank you for all of service. Police have found the body of Eddison Hermond, who braved devastating flash floods in Ellicot City, Maryland to help save a neighbor.",Ellicot City Maryland
ID_1001642898268524544,Ellicott City shop owner says missing Guardsman was trying to save her when he was swept away in flood,Ellicott City
ID_1001647367039410176,"Sad news for a true hero. Body found of man who disappeared amid Maryland flooding Hermond []was a veteran of the U.S. Air Force and a sergeant in the Maryland Army National Guard. He was described by those who knew him as an affable, generous man.”",Maryland
ID_1001667250267590656,We must never forget this soldier who heroically gave his life while attempting to save lives in the Ellicott City flash flooding. RIP #hero #Maryland #FlashFlood #NationalGuard,Ellicott City Maryland
ID_1001668289611919360,VibeMagazine: Authorities in Maryland recover body of missing man who died while rescuing woman from flash flood,Maryland
ID_1001671995132661760,"A National Guard Member Died While Trying To Help Rescue Someone During The Maryland Flash Floods Okay kiddos, its Friday and the start of Memorial Day weekend. Lets get the hate out of our hearts. Focus on the positives #RIPEddisonHermond",Maryland
ID_1001718532458057728,Terrible damage--by the roaring river--caused to swell by 8 inches of rain in 2 hours--BBC News - Maryland flooding: Water rages through Ellicott City streets,Ellicott City Maryland
ID_1001720687592202240,"#News via #FOX National Guardsmans body found after Maryland flooding, police say",Maryland
ID_1001724896647483392,"39-year-old Eddison Hermond disappeared late Sunday afternoon, following torrential rains that prompted destructive flash flooding. He was a veteran of the U.S. Air Force and a sergeant in the Maryland Army National Guard,",Maryland U.S.
ID_1001768562858524672,Gov of #Maryland declares State of #Emergency for #catastrophic #flooding in #EllicottCity just west of #Baltimore. #BREAKING #mdwx #weather #rain,Baltimore EllicottCity Maryland
ID_1001773737413398528,"Ellicott City, Maryland was devastated by flash flooding from a massive rainstorm Sunday, just two years after a similar event forced the historic city in Howard County to rebuild much of its Main Street.",Ellicott City Howard County Maryland
ID_1001774767018598400,"DEVELOPING: Flash flooding, water rescues reported in Maryland as heavy rain soaks much of the state. Video shows water rushing down Main Street in Ellicott City, just outside Baltimore. Its the same street devastated by flash flooding in July 2016.",Baltimore Ellicott City Maryland
ID_1001778806699552768,"#EllicottCityFlood happened once again, killing one brave man and decimating businesses. @chrissyteigen please share to spread awareness for the community destroyed by a flash flood this past weekend. Supplies like gloves and trash bags would go a long way! #ECStrong #PleaseShare",
ID_1001787981705891840,Searchers locate body of guardsman who went missing in Maryland floods * * - ABCNEWSVideosVideo News Clip὏A,Maryland
